payment_id,loan_id,payment_date,payment_amount,payment_status
2752,382,12/11/2020,798.21,On-Time
2753,430,1/31/2024,652.94,On-Time
2754,200,2/18/2022,556.6,On-Time
2755,157,11/3/2024,482.49,On-Time
2756,147,5/7/2021,756.84,On-Time
2757,93,8/26/2020,235.65,Late
2758,379,10/27/2021,678.03,On-Time
2759,207,7/14/2022,710.12,On-Time
2760,479,5/10/2022,160.05,On-Time
2761,5,7/14/2022,981.18,Late
2762,433,3/17/2020,1069.46,On-Time
2763,92,8/20/2020,1025.43,On-Time
2764,311,1/9/2024,738.32,On-Time
2765,46,6/19/2020,968.32,Late
2766,143,6/17/2021,547.47,Late
2767,250,1/16/2022,1064.02,On-Time
2768,456,9/27/2022,633.35,On-Time
2769,484,9/29/2020,192.88,On-Time
2770,224,11/14/2022,452.13,Late
2771,167,1/26/2022,679.88,On-Time
2772,487,4/17/2022,638.23,On-Time
2773,406,6/23/2023,366.51,On-Time
2774,318,7/2/2021,862.14,On-Time
2775,197,4/18/2021,822.31,On-Time
2776,330,8/29/2023,467.68,On-Time
2777,500,2/1/2024,222.03,On-Time
2778,159,10/10/2023,735.97,Late
2779,421,12/18/2024,502.52,Late
2780,151,10/10/2024,485.89,On-Time
2781,224,1/22/2024,376.23,On-Time
2782,216,5/30/2021,869.96,On-Time
2783,388,2/27/2020,293.85,On-Time
2784,299,6/20/2020,447.51,On-Time
2785,38,9/15/2023,509.29,On-Time
2786,143,9/29/2020,511.66,Late
2787,11,6/7/2023,172.1,On-Time
2788,281,5/25/2020,496.22,Missed
2789,410,12/31/2023,688.88,On-Time
2790,39,7/22/2023,657.83,Late
2791,56,5/3/2022,97.5,On-Time
2792,435,4/8/2022,793.84,On-Time
2793,357,5/11/2024,715.12,On-Time
2794,356,9/20/2023,250.86,Late
2795,417,10/26/2020,541.29,On-Time
2796,112,5/26/2020,334.82,On-Time
2797,364,7/9/2022,820.98,On-Time
2798,148,7/2/2021,864.76,On-Time
2799,498,10/17/2022,744.88,On-Time
2800,308,12/17/2022,934.6,On-Time
2801,34,7/15/2023,693.19,On-Time
2802,301,2/1/2020,616.05,On-Time
2803,332,2/13/2021,724.38,On-Time
2804,100,3/6/2021,425.17,On-Time
2805,260,6/12/2024,381.31,On-Time
2806,269,8/9/2020,559.53,On-Time
2807,59,2/20/2020,511.76,On-Time
2808,323,3/19/2022,444.13,On-Time
2809,437,9/24/2022,919.43,On-Time
2810,401,1/25/2024,446.98,On-Time
2811,455,12/5/2021,296.2,On-Time
2812,378,7/26/2021,299.76,On-Time
2813,45,6/13/2022,627.95,Late
2814,303,4/3/2021,927.25,On-Time
2815,206,3/13/2022,187.74,Late
2816,352,8/19/2021,711.26,On-Time
2817,112,7/25/2023,853.13,Late
2818,241,1/16/2024,417.21,On-Time
2819,410,11/29/2022,407.43,On-Time
2820,415,5/8/2024,992.11,On-Time
2821,368,9/4/2022,856.42,On-Time
2822,124,4/3/2023,496.9,On-Time
2823,159,7/28/2022,680.83,On-Time
2824,464,9/3/2020,599.66,On-Time
2825,316,12/25/2024,785.34,On-Time
2826,1,12/3/2020,586.78,Missed
2827,174,6/7/2021,462.07,On-Time
2828,290,11/29/2023,466.77,On-Time
2829,218,2/9/2020,858.9,On-Time
2830,182,11/19/2022,647.26,On-Time
2831,187,4/11/2022,612.99,On-Time
2832,94,10/23/2020,726.87,Late
2833,41,4/26/2022,713.46,Late
2834,51,10/28/2024,353.18,On-Time
2835,5,10/29/2020,509.95,On-Time
2836,344,1/1/2022,350.75,Missed
2837,394,7/7/2023,421.04,Late
2838,166,8/28/2021,901.13,On-Time
2839,419,3/7/2021,1179.08,On-Time
2840,194,8/29/2023,399.95,On-Time
2841,477,6/7/2022,482.6,On-Time
2842,147,8/29/2020,555.5,On-Time
2843,166,12/31/2021,48.53,On-Time
2844,437,3/31/2024,1093.11,On-Time
2845,376,5/13/2022,343.37,On-Time
2846,234,5/6/2021,540.21,Late
2847,50,11/6/2020,677.75,On-Time
2848,334,7/20/2022,605.23,On-Time
2849,348,10/20/2021,611.74,On-Time
2850,162,5/25/2020,670.04,On-Time
2851,388,12/30/2021,327.03,Late
2852,61,9/16/2022,591.4,On-Time
2853,367,7/12/2022,854.83,On-Time
2854,345,5/30/2020,492.27,On-Time
2855,247,4/7/2021,619.53,On-Time
2856,247,1/11/2020,690.61,On-Time
2857,454,3/2/2021,715.07,Late
2858,220,5/2/2022,630.4,On-Time
2859,358,6/14/2022,657.42,Late
2860,393,10/27/2020,408.48,Missed
2861,180,2/8/2020,331.7,Missed
2862,338,9/17/2022,677.72,On-Time
2863,415,8/13/2021,517.87,Late
2864,342,1/28/2024,659.06,On-Time
2865,68,9/11/2022,595.34,On-Time
2866,161,3/21/2023,453.25,Late
2867,100,10/15/2022,486.88,On-Time
2868,315,7/29/2022,245.26,On-Time
2869,419,8/8/2023,575.73,On-Time
2870,269,5/25/2022,402.43,On-Time
2871,79,5/30/2021,697.92,On-Time
2872,189,12/5/2021,587.32,On-Time
2873,97,9/5/2021,678.83,Missed
2874,476,11/26/2021,641.73,On-Time
2875,304,6/25/2022,733.31,Late
2876,354,8/19/2021,730.25,On-Time
2877,166,8/15/2024,520.4,Missed
2878,449,11/20/2024,719.26,On-Time
2879,54,7/15/2021,803.39,On-Time
2880,159,12/13/2020,560.27,On-Time
2881,49,7/17/2021,739.86,Missed
2882,465,9/18/2020,650.52,Late
2883,150,8/18/2023,719.48,On-Time
2884,224,12/10/2021,717.56,Late
2885,413,10/15/2024,829.25,On-Time
2886,193,12/11/2024,249.94,Late
2887,48,7/11/2024,738.77,On-Time
2888,92,1/8/2024,728.26,On-Time
2889,105,10/15/2020,866.21,On-Time
2890,450,4/28/2022,671.42,On-Time
2891,281,11/5/2023,755.86,On-Time
2892,21,1/30/2021,570.03,On-Time
2893,485,10/13/2020,420.53,On-Time
2894,282,9/21/2022,605.62,On-Time
2895,360,6/29/2021,581.53,On-Time
2896,129,2/1/2020,660.88,Late
2897,416,4/7/2024,1056.92,On-Time
2898,73,6/25/2024,656.26,Missed
2899,174,5/23/2024,606.89,On-Time
2900,241,7/5/2021,606.14,On-Time
2901,261,11/3/2023,687.77,On-Time
2902,168,11/20/2022,629.96,On-Time
2903,145,11/20/2023,639.61,Missed
2904,53,10/2/2022,572.51,On-Time
2905,221,10/24/2020,740.73,On-Time
2906,108,7/17/2023,417.64,Missed
2907,339,4/22/2022,517.46,On-Time
2908,360,11/30/2021,838.97,Missed
2909,285,2/11/2024,540.36,On-Time
2910,371,7/8/2024,432.35,On-Time
2911,76,6/2/2023,636.02,On-Time
2912,136,6/13/2024,500.88,On-Time
2913,107,3/17/2024,385.28,On-Time
2914,43,2/18/2021,782.74,Late
2915,223,1/2/2024,500.82,Missed
2916,143,11/24/2022,634.06,Missed
2917,162,1/27/2020,583.43,On-Time
2918,90,10/6/2021,515.61,On-Time
2919,382,1/3/2023,522.67,On-Time
2920,419,8/4/2022,597.5,On-Time
2921,477,1/12/2022,835.51,On-Time
2922,417,8/26/2021,663.64,On-Time
2923,353,11/24/2023,901.66,On-Time
2924,228,10/27/2023,490.73,Late
2925,277,7/24/2022,620.18,Late
2926,478,12/11/2020,362.09,Late
2927,147,9/29/2023,731.49,On-Time
2928,96,7/14/2020,808.86,Missed
2929,498,1/23/2024,744.29,Late
2930,1,7/28/2020,782.47,On-Time
2931,179,7/12/2024,596.69,On-Time
2932,161,8/31/2022,688.9,On-Time
2933,26,9/3/2024,778.92,Late
2934,426,6/11/2021,829.05,On-Time
2935,310,9/20/2021,599.1,On-Time
2936,45,8/14/2023,478.19,On-Time
2937,155,2/7/2021,876.52,Late
2938,307,7/8/2020,619.15,On-Time
2939,28,10/27/2023,592.14,On-Time
2940,212,4/16/2020,459.56,On-Time
2941,8,10/29/2021,582.87,On-Time
2942,346,3/19/2021,529.72,Late
2943,415,8/13/2023,415.67,On-Time
2944,5,11/9/2023,437.39,On-Time
2945,11,6/11/2021,720.48,On-Time
2946,341,11/12/2023,547.22,On-Time
2947,200,8/26/2023,629.77,Late
2948,154,11/18/2022,554.09,On-Time
2949,122,12/12/2021,416.16,On-Time
2950,188,5/2/2023,837.93,On-Time
2951,302,11/8/2024,652.95,On-Time
2952,140,10/25/2021,738.76,Missed
2953,235,3/19/2022,683.71,Missed
2954,13,3/3/2020,582.29,On-Time
2955,202,5/8/2021,501.88,On-Time
2956,372,9/26/2020,278.01,On-Time
2957,349,7/19/2024,202.75,On-Time
2958,264,4/10/2023,766.82,On-Time
2959,426,9/2/2024,803.67,On-Time
2960,102,2/26/2023,854.41,On-Time
2961,193,6/4/2022,578.22,On-Time
2962,393,12/18/2020,465.64,On-Time
2963,132,10/1/2021,721.58,On-Time
2964,353,10/12/2021,844.26,On-Time
2965,311,5/27/2020,944.12,Missed
2966,362,1/30/2022,540.4,On-Time
2967,500,1/7/2023,788.65,On-Time
2968,213,5/28/2023,695.26,On-Time
2969,379,2/8/2021,610.13,On-Time
2970,327,1/15/2023,471.09,On-Time
2971,55,4/20/2022,854.65,On-Time
2972,96,2/7/2021,832.71,On-Time
2973,313,4/26/2020,568.58,On-Time
2974,185,5/16/2021,750.19,Late
2975,423,8/7/2024,723.26,On-Time
2976,156,6/29/2024,727.18,On-Time
2977,154,6/2/2024,415.64,On-Time
2978,101,1/17/2022,416.1,On-Time
2979,354,6/22/2020,567.57,On-Time
2980,73,2/3/2023,681.78,On-Time
2981,326,1/25/2023,953.67,On-Time
2982,22,4/22/2021,308.77,On-Time
2983,201,7/1/2021,823.74,On-Time
2984,495,6/24/2024,346.35,Late
2985,173,5/22/2022,647.65,On-Time
2986,143,7/14/2021,232.89,On-Time
2987,449,12/16/2023,874.56,Missed
2988,352,10/17/2024,654.43,On-Time
2989,495,6/12/2024,683.52,Late
2990,146,12/5/2023,765.6,Missed
2991,267,9/10/2023,545.71,Late
2992,483,5/30/2022,254.52,On-Time
2993,353,2/1/2024,245.91,On-Time
2994,388,12/21/2023,710.07,On-Time
2995,34,10/10/2023,546.77,On-Time
2996,304,11/21/2020,841.2,On-Time
2997,83,1/9/2020,609.78,On-Time
2998,48,10/1/2022,733.94,On-Time
2999,332,1/19/2023,785.36,Late
3000,296,12/5/2021,781.59,On-Time
